days_ago,amount,merchant,account,category,detailed,tags
243,31.55,Bon Me,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
241,8.32,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
241,23.96,El Pelón Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
239,28.01,Mei Mei,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
237,14.53,Life Alive,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
236,7.92,Life Alive,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
235,30.08,Mei Mei,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
234,7.92,El Pelón Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
233,18.15,Pho Pasteur,csp,dining,FOOD_AND_DRINK_RESTAURANT,
232,20.00,Life Alive,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
230,26.25,Mei Mei,csp,dining,FOOD_AND_DRINK_RESTAURANT,
229,11.40,Pho Pasteur,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
227,28.60,El Pelón Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
226,9.00,Toro,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
226,7.96,Pavement Coffeehouse,csp,dining,FOOD_AND_DRINK_RESTAURANT,
224,31.07,El Pelón Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
223,8.47,Dumpling House,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
222,8.04,Flour Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
221,17.12,Clover Food Lab,csp,dining,FOOD_AND_DRINK_RESTAURANT,
220,8.02,Pavement Coffeehouse,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
219,17.86,Dumpling House,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
219,9.20,Dumpling House,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
217,30.41,Tatte Bakery,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
216,17.31,Flour Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
215,12.56,Dumpling House,csp,dining,FOOD_AND_DRINK_RESTAURANT,
214,12.62,Bon Me,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
212,17.81,Clover Food Lab,csp,dining,FOOD_AND_DRINK_RESTAURANT,
211,27.59,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
210,23.37,Tatte Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
208,18.81,Dumpling House,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
206,32.37,Pavement Coffeehouse,csp,dining,FOOD_AND_DRINK_RESTAURANT,
204,29.71,Pavement Coffeehouse,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
202,14.21,Pavement Coffeehouse,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
201,14.13,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
200,21.29,Neptune Oyster,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
198,8.02,El Pelón Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
198,13.32,Neptune Oyster,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
197,11.38,Mei Mei,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
196,7.94,Clover Food Lab,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
196,9.61,Toro,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
195,8.12,Bon Me,csp,dining,FOOD_AND_DRINK_RESTAURANT,
194,13.16,Neptune Oyster,csp,dining,FOOD_AND_DRINK_RESTAURANT,
193,16.84,Neptune Oyster,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
191,27.35,Bon Me,csp,dining,FOOD_AND_DRINK_RESTAURANT,
190,13.84,Dumpling House,csp,dining,FOOD_AND_DRINK_RESTAURANT,
188,32.53,Neptune Oyster,csp,dining,FOOD_AND_DRINK_RESTAURANT,
187,12.23,Neptune Oyster,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
186,11.12,Tatte Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
185,23.88,Row 34,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
182,27.25,Pavement Coffeehouse,csp,dining,FOOD_AND_DRINK_RESTAURANT,
181,14.52,Dumpling House,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
180,9.54,Toro,csp,dining,FOOD_AND_DRINK_RESTAURANT,
180,7.93,Pho Pasteur,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
179,8.64,Mei Mei,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
178,11.67,El Pelón Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
177,21.03,Pavement Coffeehouse,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
175,9.72,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
175,9.59,Toro,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
174,22.37,Pavement Coffeehouse,csp,dining,FOOD_AND_DRINK_RESTAURANT,
173,9.55,Flour Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
172,9.85,Pavement Coffeehouse,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
171,17.96,Flour Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
169,29.19,Dumpling House,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
167,25.04,Pho Pasteur,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
166,21.10,Life Alive,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
165,8.28,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
164,16.11,Pavement Coffeehouse,csp,dining,FOOD_AND_DRINK_RESTAURANT,
163,11.35,Row 34,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
162,10.03,El Pelón Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
161,16.15,Row 34,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
160,8.11,Pavement Coffeehouse,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
159,10.03,El Pelón Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
159,9.48,Neptune Oyster,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
158,9.22,Pavement Coffeehouse,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
157,18.46,Dumpling House,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
156,8.70,Flour Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
156,16.89,Neptune Oyster,csp,dining,FOOD_AND_DRINK_RESTAURANT,
155,13.70,El Jefe's Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
154,9.12,Clover Food Lab,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
153,17.67,Pho Pasteur,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
151,8.69,Pavement Coffeehouse,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
151,15.12,Bon Me,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
150,7.94,El Jefe's Taqueria,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
149,23.92,El Jefe's Taqueria,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
148,17.72,Row 34,csp,dining,FOOD_AND_DRINK_RESTAURANT,
146,25.89,El Pelón Taqueria,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
144,7.92,Life Alive,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
144,14.91,Pho Pasteur,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
143,9.36,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
142,8.36,Neptune Oyster,csp,dining,FOOD_AND_DRINK_RESTAURANT,
142,21.53,Bon Me,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
140,14.14,Pavement Coffeehouse,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
139,20.55,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
138,8.89,Toro,csp,dining,FOOD_AND_DRINK_RESTAURANT,
137,17.80,Mei Mei,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
135,31.87,Bon Me,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
134,9.42,Life Alive,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
133,10.22,Row 34,csp,dining,FOOD_AND_DRINK_RESTAURANT,
132,33.43,Bon Me,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
130,24.74,El Pelón Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
128,26.76,Flour Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
127,11.50,Row 34,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
126,11.38,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
125,9.04,Clover Food Lab,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
124,23.41,Neptune Oyster,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
113,8.47,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
112,31.91,Neptune Oyster,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
110,28.51,Bon Me,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
108,10.73,Tatte Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
107,28.52,Clover Food Lab,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
105,25.83,Clover Food Lab,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
104,9.45,Mei Mei,csp,dining,FOOD_AND_DRINK_RESTAURANT,
103,9.23,El Pelón Taqueria,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
103,15.99,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
101,28.94,El Pelón Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
99,8.78,Tatte Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
98,28.01,Dumpling House,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
97,8.02,Toro,csp,dining,FOOD_AND_DRINK_RESTAURANT,
96,11.73,Pho Pasteur,csp,dining,FOOD_AND_DRINK_RESTAURANT,
95,27.40,Tatte Bakery,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
94,7.95,Tatte Bakery,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
92,30.40,Pavement Coffeehouse,csp,dining,FOOD_AND_DRINK_RESTAURANT,
90,14.23,Neptune Oyster,csp,dining,FOOD_AND_DRINK_RESTAURANT,
89,9.26,Mei Mei,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
89,13.62,El Jefe's Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
88,15.23,Toro,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
87,14.58,Clover Food Lab,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
87,8.46,Row 34,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
86,10.64,Mei Mei,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
85,13.82,Dumpling House,csp,dining,FOOD_AND_DRINK_RESTAURANT,
84,14.90,El Jefe's Taqueria,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
83,14.18,Bon Me,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
82,7.93,Mei Mei,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
82,12.72,Pavement Coffeehouse,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
81,18.05,Dumpling House,csp,dining,FOOD_AND_DRINK_RESTAURANT,
80,9.14,Pavement Coffeehouse,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
79,20.31,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
78,17.51,Neptune Oyster,csp,dining,FOOD_AND_DRINK_RESTAURANT,
77,16.24,Mei Mei,csp,dining,FOOD_AND_DRINK_RESTAURANT,
76,9.23,Dumpling House,csp,dining,FOOD_AND_DRINK_RESTAURANT,
75,8.39,El Jefe's Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
75,9.38,Dumpling House,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
74,9.43,Bon Me,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
74,12.68,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
73,13.26,Pho Pasteur,csp,dining,FOOD_AND_DRINK_RESTAURANT,
73,8.33,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
72,9.19,Row 34,csp,dining,FOOD_AND_DRINK_RESTAURANT,
71,23.02,Flour Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
69,25.27,Flour Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
68,9.37,Clover Food Lab,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
67,30.17,Bon Me,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
66,18.43,Tatte Bakery,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
65,8.30,Pavement Coffeehouse,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
64,13.89,Row 34,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
63,17.27,Pavement Coffeehouse,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
62,12.34,El Pelón Taqueria,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
61,21.66,Toro,csp,dining,FOOD_AND_DRINK_RESTAURANT,
60,29.47,Mei Mei,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
59,8.00,Dumpling House,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
58,25.74,Life Alive,csp,dining,FOOD_AND_DRINK_RESTAURANT,
57,8.00,El Pelón Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
56,17.40,Neptune Oyster,csp,dining,FOOD_AND_DRINK_RESTAURANT,
54,24.06,Bon Me,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
53,10.47,Tatte Bakery,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
52,14.12,Mei Mei,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
51,15.74,Flour Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
50,18.16,Bon Me,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
49,8.56,Toro,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
48,23.15,Toro,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
47,8.07,Neptune Oyster,csp,dining,FOOD_AND_DRINK_RESTAURANT,
46,13.11,Pho Pasteur,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
45,31.58,El Jefe's Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
44,11.53,Pho Pasteur,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
43,16.37,Pho Pasteur,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
42,8.08,Toro,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
41,21.46,Bon Me,csp,dining,FOOD_AND_DRINK_RESTAURANT,
40,9.05,Dumpling House,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
39,8.27,Tatte Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
38,30.75,Dumpling House,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
37,8.18,El Pelón Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
36,33.41,El Jefe's Taqueria,csp,dining,FOOD_AND_DRINK_RESTAURANT,
34,12.29,Pho Pasteur,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
33,19.38,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
32,30.41,Flour Bakery,csp,dining,FOOD_AND_DRINK_RESTAURANT,
30,9.89,Clover Food Lab,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
29,8.80,Clover Food Lab,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
29,11.61,El Pelón Taqueria,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
27,28.85,Dumpling House,csp,dining,FOOD_AND_DRINK_RESTAURANT,
26,11.97,Dumpling House,csp,dining,FOOD_AND_DRINK_RESTAURANT,
24,32.13,Bon Me,csp,dining,FOOD_AND_DRINK_RESTAURANT,
23,7.97,Tatte Bakery,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
22,24.26,Row 34,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
20,22.81,Bon Me,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
19,13.54,Clover Food Lab,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
18,27.73,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
16,12.65,Row 34,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
15,23.60,Row 34,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
14,13.11,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
12,31.26,Row 34,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
11,9.81,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
10,15.93,Pho Pasteur,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
9,15.31,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
7,31.55,Row 34,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
6,13.46,El Jefe's Taqueria,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
5,9.93,Neptune Oyster,amexgold,dining,FOOD_AND_DRINK_RESTAURANT,
4,32.88,Pho Pasteur,csp,dining,FOOD_AND_DRINK_RESTAURANT,
2,8.05,Tatte Bakery,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
1,12.60,Row 34,csp,dining,FOOD_AND_DRINK_RESTAURANT,
0,30.36,Dumpling House,sofi2,dining,FOOD_AND_DRINK_RESTAURANT,
425,29.15,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
423,16.78,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
421,55.23,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
419,22.17,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
417,18.15,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
416,15.99,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
414,35.63,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
411,60.38,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
408,18.16,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
407,18.81,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
406,16.46,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
405,18.22,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
401,79.17,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
397,51.66,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
394,34.62,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
390,69.70,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
386,58.41,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
384,16.33,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
382,48.48,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
380,17.79,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
378,63.00,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
375,48.70,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
373,17.02,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
371,50.11,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
368,22.81,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
367,16.42,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
365,56.23,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
361,76.16,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
357,51.94,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
354,65.85,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
350,70.31,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
347,16.21,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
346,17.46,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
345,23.55,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
342,70.35,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
340,24.13,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
337,75.14,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
334,17.93,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
332,51.45,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
328,69.53,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
325,21.64,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
322,78.84,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
319,41.46,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
317,17.16,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
315,43.39,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
313,16.33,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
312,24.12,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
310,43.47,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
307,74.11,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
304,19.75,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
302,36.55,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
300,46.29,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
297,41.90,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
294,42.78,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
292,16.00,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
291,19.51,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
289,46.12,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
287,16.15,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
286,17.10,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
284,47.35,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
282,27.75,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
279,60.46,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
276,51.56,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
272,69.90,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
268,54.92,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
265,38.59,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
262,43.40,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
260,36.87,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
258,16.17,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
257,16.47,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
254,62.70,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
251,53.70,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
248,16.06,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
246,51.16,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
243,60.03,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
240,15.99,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
238,40.27,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
236,31.68,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
234,30.97,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
231,58.51,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
227,42.54,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
224,71.17,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
219,76.42,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
215,29.78,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
213,23.73,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
212,20.56,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
211,18.23,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
208,46.64,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
206,27.58,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
204,22.72,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
202,32.23,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
200,15.97,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
198,34.65,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
196,44.68,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
193,26.07,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
192,16.73,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
190,16.01,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
189,26.99,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
187,26.60,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
183,82.65,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
180,15.96,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
178,44.02,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
175,17.96,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
174,18.64,Stop & Shop,checking,groceries,FOOD_AND_DRINK_GROCERIES,
173,20.08,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
169,82.45,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
164,75.98,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
158,77.30,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
154,57.46,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
150,36.56,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
149,20.50,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
146,53.01,Harvest Co-op,checking,groceries,FOOD_AND_DRINK_GROCERIES,
143,47.28,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
140,36.73,H Mart,checking,groceries,FOOD_AND_DRINK_GROCERIES,
138,18.75,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
137,17.93,Whole Foods,checking,groceries,FOOD_AND_DRINK_GROCERIES,
134,70.67,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
130,48.47,Star Market,checking,groceries,FOOD_AND_DRINK_GROCERIES,
126,67.26,Trader Joe's,checking,groceries,FOOD_AND_DRINK_GROCERIES,
